sample-id	forward-absolute-filepath	reverse-absolute-filepath	16S-ID	ITS-ID	Run	Pig	PMAxxSample	PmaxxGroup	Group	TimeGroup	WaterCHG	Timepoint	Time	PMAxx
LK16S008-011	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-011_S11_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-011_S11_L001_R2_001.fastq.gz	LK16S008-011	LKITS005-011	LK16S008_Plate1	P2	2.F0.2	Full	Full-0	F-0	Full	Post Tx	0	Untreated
LK16S008-012	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-012_S12_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-012_S12_L001_R2_001.fastq.gz	LK16S008-012	LKITS005-012	LK16S008_Plate1	P2	2.F0p.2	Fullp	Full-0-PMAxx	F-0	Full	Post Tx	0	PMAxx
LK16S008-013	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-013_S13_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-013_S13_L001_R2_001.fastq.gz	LK16S008-013	LKITS005-013	LK16S008_Plate1	P2	2.W12.2	Water	Water-12	W-12	Water	12 hr	12	Untreated
LK16S008-014	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-014_S14_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-014_S14_L001_R2_001.fastq.gz	LK16S008-014	LKITS005-014	LK16S008_Plate1	P2	2.W12p.2	Waterp	Water-12-PMAxx	W-12	Water	12 hr	12	PMAxx
LK16S008-015	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-015_S15_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-015_S15_L001_R2_001.fastq.gz	LK16S008-015	LKITS005-015	LK16S008_Plate1	P2	2.C24.2	CHG	CHG-24	C-24	CHG	24 hr	24	Untreated
LK16S008-016	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-016_S16_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-016_S16_L001_R2_001.fastq.gz	LK16S008-016	LKITS005-016	LK16S008_Plate1	P2	2.C24p.2	CHGp	CHG-24-PMAxx	C-24	CHG	24 hr	24	PMAxx
LK16S008-017	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-017_S17_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-017_S17_L001_R2_001.fastq.gz	LK16S008-017	LKITS005-017	LK16S008_Plate1	P2	2.CB.1	CHG	CHG-B	C-B	CHG	Baseline	-12	Untreated
LK16S008-018	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-018_S18_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-018_S18_L001_R2_001.fastq.gz	LK16S008-018	LKITS005-018	LK16S008_Plate1	P2	2.CB.2	CHG	CHG-B	C-B	CHG	Baseline	-12	Untreated
LK16S008-019	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-019_S19_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-019_S19_L001_R2_001.fastq.gz	LK16S008-019	LKITS005-019	LK16S008_Plate1	P2	2.F0.3	Full	Full-0	F-0	Full	Post Tx	0	Untreated
LK16S008-020	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-020_S20_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-020_S20_L001_R2_001.fastq.gz	LK16S008-020	LKITS005-020	LK16S008_Plate1	P2	2.F0p.3	Fullp	Full-0-PMAxx	F-0	Full	Post Tx	0	PMAxx
LK16S008-021	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-021_S21_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-021_S21_L001_R2_001.fastq.gz	LK16S008-021	LKITS005-021	LK16S008_Plate1	P2	2.W12.3	Water	Water-12	W-12	Water	12 hr	12	Untreated
LK16S008-022	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-022_S22_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-022_S22_L001_R2_001.fastq.gz	LK16S008-022	LKITS005-022	LK16S008_Plate1	P2	2.W12p.3	Waterp	Water-12-PMAxx	W-12	Water	12 hr	12	PMAxx
LK16S008-023	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-023_S23_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-023_S23_L001_R2_001.fastq.gz	LK16S008-023	LKITS005-023	LK16S008_Plate1	P2	2.C24.3	CHG	CHG-24	C-24	CHG	24 hr	24	Untreated
LK16S008-024	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-024_S24_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-024_S24_L001_R2_001.fastq.gz	LK16S008-024	LKITS005-024	LK16S008_Plate1	P2	2.C24p.3	CHGp	CHG-24-PMAxx	C-24	CHG	24 hr	24	PMAxx
LK16S008-025	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-025_S25_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-025_S25_L001_R2_001.fastq.gz	LK16S008-025	LKITS005-025	LK16S008_Plate1	P2	2.CBp.1	CHGp	CHG-B-PMAxx	C-B	CHG	Baseline	-12	PMAxx
LK16S008-026	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-026_S26_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-026_S26_L001_R2_001.fastq.gz	LK16S008-026	LKITS005-026	LK16S008_Plate1	P2	2.CBp.2	CHGp	CHG-B-PMAxx	C-B	CHG	Baseline	-12	PMAxx
LK16S008-027	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-027_S27_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-027_S27_L001_R2_001.fastq.gz	LK16S008-027	LKITS005-027	LK16S008_Plate1	P2	2.W06.1	Water	Water-06	W-06	Water	6 hr	6	Untreated
LK16S008-028	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-028_S28_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-028_S28_L001_R2_001.fastq.gz	LK16S008-028	LKITS005-028	LK16S008_Plate1	P2	2.W06p.1	Waterp	Water-06-PMAxx	W-06	Water	6 hr	6	PMAxx
LK16S008-029	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-029_S29_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-029_S29_L001_R2_001.fastq.gz	LK16S008-029	LKITS005-029	LK16S008_Plate1	P2	2.C12.1	CHG	CHG-12	C-12	CHG	12 hr	12	Untreated
LK16S008-030	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-030_S30_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-030_S30_L001_R2_001.fastq.gz	LK16S008-030	LKITS005-030	LK16S008_Plate1	P2	2.C12p.1	CHGp	CHG-12-PMAxx	C-12	CHG	12 hr	12	PMAxx
LK16S008-031	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-031_S31_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-031_S31_L001_R2_001.fastq.gz	LK16S008-031	LKITS005-031	LK16S008_Plate1	P2	2.F24.1	Full	Full-24	F-24	Full	24 hr	24	Untreated
LK16S008-032	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-032_S32_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-032_S32_L001_R2_001.fastq.gz	LK16S008-032	LKITS005-032	LK16S008_Plate1	P2	2.F24p.1	Fullp	Full-24-PMAxx	F-24	Full	24 hr	24	PMAxx
LK16S008-033	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-033_S33_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-033_S33_L001_R2_001.fastq.gz	LK16S008-033	LKITS005-033	LK16S008_Plate1	P2	2.FB.1	Full	Full-B	F-B	Full	Baseline	-12	Untreated
LK16S008-034	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-034_S34_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-034_S34_L001_R2_001.fastq.gz	LK16S008-034	LKITS005-034	LK16S008_Plate1	P2	2.FB.2	Full	Full-B	F-B	Full	Baseline	-12	Untreated
LK16S008-035	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-035_S35_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-035_S35_L001_R2_001.fastq.gz	LK16S008-035	LKITS005-035	LK16S008_Plate1	P2	2.W06.2	Water	Water-06	W-06	Water	6 hr	6	Untreated
LK16S008-036	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-036_S36_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-036_S36_L001_R2_001.fastq.gz	LK16S008-036	LKITS005-036	LK16S008_Plate1	P2	2.W06p.2	Waterp	Water-06-PMAxx	W-06	Water	6 hr	6	PMAxx
LK16S008-037	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-037_S37_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-037_S37_L001_R2_001.fastq.gz	LK16S008-037	LKITS005-037	LK16S008_Plate1	P2	2.C12.2	CHG	CHG-12	C-12	CHG	12 hr	12	Untreated
LK16S008-038	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-038_S38_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-038_S38_L001_R2_001.fastq.gz	LK16S008-038	LKITS005-038	LK16S008_Plate1	P2	2.C12p.2	CHGp	CHG-12-PMAxx	C-12	CHG	12 hr	12	PMAxx
LK16S008-039	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-039_S39_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-039_S39_L001_R2_001.fastq.gz	LK16S008-039	LKITS005-039	LK16S008_Plate1	P2	2.F24.2	Full	Full-24	F-24	Full	24 hr	24	Untreated
LK16S008-040	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-040_S40_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-040_S40_L001_R2_001.fastq.gz	LK16S008-040	LKITS005-040	LK16S008_Plate1	P2	2.F24p.2	Fullp	Full-24-PMAxx	F-24	Full	24 hr	24	PMAxx
LK16S008-041	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-041_S41_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-041_S41_L001_R2_001.fastq.gz	LK16S008-041	LKITS005-041	LK16S008_Plate1	P2	2.FBp.1	Fullp	Full-B-PMAxx	F-B	Full	Baseline	-12	PMAxx
LK16S008-042	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-042_S42_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-042_S42_L001_R2_001.fastq.gz	LK16S008-042	LKITS005-042	LK16S008_Plate1	P2	2.FBp.2	Fullp	Full-B-PMAxx	F-B	Full	Baseline	-12	PMAxx
LK16S008-043	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-043_S43_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-043_S43_L001_R2_001.fastq.gz	LK16S008-043	LKITS005-043	LK16S008_Plate1	P2	2.W06.3	Water	Water-06	W-06	Water	6 hr	6	Untreated
LK16S008-044	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-044_S44_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-044_S44_L001_R2_001.fastq.gz	LK16S008-044	LKITS005-044	LK16S008_Plate1	P2	2.W06p.3	Waterp	Water-06-PMAxx	W-06	Water	6 hr	6	PMAxx
LK16S008-045	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-045_S45_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-045_S45_L001_R2_001.fastq.gz	LK16S008-045	LKITS005-045	LK16S008_Plate1	P2	2.C12.3	CHG	CHG-12	C-12	CHG	12 hr	12	Untreated
LK16S008-046	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-046_S46_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-046_S46_L001_R2_001.fastq.gz	LK16S008-046	LKITS005-046	LK16S008_Plate1	P2	2.C12p.3	CHGp	CHG-12-PMAxx	C-12	CHG	12 hr	12	PMAxx
LK16S008-047	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-047_S47_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-047_S47_L001_R2_001.fastq.gz	LK16S008-047	LKITS005-047	LK16S008_Plate1	P2	2.W48p.3	Waterp	Water-48-PMAxx	W-48	Water	48 hr	48	PMAxx
LK16S008-048	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-048_S48_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-048_S48_L001_R2_001.fastq.gz	LK16S008-048	LKITS005-048	LK16S008_Plate1	P2	2.F24p.3	Fullp	Full-24-PMAxx	F-24	Full	24 hr	24	PMAxx
LK16S008-049	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-049_S49_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-049_S49_L001_R2_001.fastq.gz	LK16S008-049	LKITS005-049	LK16S008_Plate1	P2	2.W0.1	Water	Water-0	W-0	Water	Post Tx	0	Untreated
LK16S008-050	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-050_S50_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-050_S50_L001_R2_001.fastq.gz	LK16S008-050	LKITS005-050	LK16S008_Plate1	P2	2.W0p.1	Waterp	Water-0-PMAxx	W-0	Water	Post Tx	0	PMAxx
LK16S008-051	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-051_S51_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-051_S51_L001_R2_001.fastq.gz	LK16S008-051	LKITS005-051	LK16S008_Plate1	P2	2.C06.1	CHG	CHG-06	C-06	CHG	6 hr	6	Untreated
LK16S008-052	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-052_S52_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-052_S52_L001_R2_001.fastq.gz	LK16S008-052	LKITS005-052	LK16S008_Plate1	P2	2.C06p.1	CHGp	CHG-06-PMAxx	C-06	CHG	6 hr	6	PMAxx
LK16S008-053	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-053_S53_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-053_S53_L001_R2_001.fastq.gz	LK16S008-053	LKITS005-053	LK16S008_Plate1	P2	2.F12.1	Full	Full-12	F-12	Full	12 hr	12	Untreated
LK16S008-054	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-054_S54_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-054_S54_L001_R2_001.fastq.gz	LK16S008-054	LKITS005-054	LK16S008_Plate1	P2	2.F12p.1	Fullp	Full-12-PMAxx	F-12	Full	12 hr	12	PMAxx
LK16S008-055	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-055_S55_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-055_S55_L001_R2_001.fastq.gz	LK16S008-055	LKITS005-055	LK16S008_Plate1	P2	2.W48.1	Water	Water-48	W-48	Water	48 hr	48	Untreated
LK16S008-056	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-056_S56_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-056_S56_L001_R2_001.fastq.gz	LK16S008-056	LKITS005-056	LK16S008_Plate1	P2	2.W48p.1	Waterp	Water-48-PMAxx	W-48	Water	48 hr	48	PMAxx
LK16S008-057	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-057_S57_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-057_S57_L001_R2_001.fastq.gz	LK16S008-057	LKITS005-057	LK16S008_Plate1	P2	2.W0.2	Water	Water-0	W-0	Water	Post Tx	0	Untreated
LK16S008-058	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-058_S58_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-058_S58_L001_R2_001.fastq.gz	LK16S008-058	LKITS005-058	LK16S008_Plate1	P2	2.W0p.2	Waterp	Water-0-PMAxx	W-0	Water	Post Tx	0	PMAxx
LK16S008-059	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-059_S59_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-059_S59_L001_R2_001.fastq.gz	LK16S008-059	LKITS005-059	LK16S008_Plate1	P2	2.C06.2	CHG	CHG-06	C-06	CHG	6 hr	6	Untreated
LK16S008-060	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-060_S60_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-060_S60_L001_R2_001.fastq.gz	LK16S008-060	LKITS005-060	LK16S008_Plate1	P2	2.C06p.2	CHGp	CHG-06-PMAxx	C-06	CHG	6 hr	6	PMAxx
LK16S008-061	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-061_S61_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-061_S61_L001_R2_001.fastq.gz	LK16S008-061	LKITS005-061	LK16S008_Plate1	P2	2.F12.2	Full	Full-12	F-12	Full	12 hr	12	Untreated
LK16S008-062	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-062_S62_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-062_S62_L001_R2_001.fastq.gz	LK16S008-062	LKITS005-062	LK16S008_Plate1	P2	2.F12p.2	Fullp	Full-12-PMAxx	F-12	Full	12 hr	12	PMAxx
LK16S008-063	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-063_S63_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-063_S63_L001_R2_001.fastq.gz	LK16S008-063	LKITS005-063	LK16S008_Plate1	P2	2.W48.2	Water	Water-48	W-48	Water	48 hr	48	Untreated
LK16S008-064	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-064_S64_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-064_S64_L001_R2_001.fastq.gz	LK16S008-064	LKITS005-064	LK16S008_Plate1	P2	2.W48p.2	Waterp	Water-48-PMAxx	W-48	Water	48 hr	48	PMAxx
LK16S008-065	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-065_S65_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-065_S65_L001_R2_001.fastq.gz	LK16S008-065	LKITS005-065	LK16S008_Plate1	P2	2.W0.3	Water	Water-0	W-0	Water	Post Tx	0	Untreated
LK16S008-066	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-066_S66_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-066_S66_L001_R2_001.fastq.gz	LK16S008-066	LKITS005-066	LK16S008_Plate1	P2	2.W0p.3	Waterp	Water-0-PMAxx	W-0	Water	Post Tx	0	PMAxx
LK16S008-067	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-067_S67_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-067_S67_L001_R2_001.fastq.gz	LK16S008-067	LKITS005-067	LK16S008_Plate1	P2	2.C06.3	CHG	CHG-06	C-06	CHG	6 hr	6	Untreated
LK16S008-068	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-068_S68_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-068_S68_L001_R2_001.fastq.gz	LK16S008-068	LKITS005-068	LK16S008_Plate1	P2	2.C06p.3	CHGp	CHG-06-PMAxx	C-06	CHG	6 hr	6	PMAxx
LK16S008-069	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-069_S69_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-069_S69_L001_R2_001.fastq.gz	LK16S008-069	LKITS005-069	LK16S008_Plate1	P2	2.F12.3	Full	Full-12	F-12	Full	12 hr	12	Untreated
LK16S008-070	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-070_S70_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-070_S70_L001_R2_001.fastq.gz	LK16S008-070	LKITS005-070	LK16S008_Plate1	P2	2.F12p.3	Fullp	Full-12-PMAxx	F-12	Full	12 hr	12	PMAxx
